timestamp,type,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,emg_9,emg_10,emg_11,emg_12,emg_13,emg_14,emg_15
12830,IMU,0.93,-0.05,-0.04,-0.37,0.14,-0.09,0.90,10.88,-1.31,57.19
12831,EMG,1,-3,8,-4,2,2,4,6,0,3,-1,-33,-12,-1,-4,-2
12855,IMU,0.93,-0.05,-0.04,-0.36,0.14,-0.05,0.87,7.12,-1.75,45.06
12856,IMU,0.93,-0.05,-0.04,-0.36,0.07,-0.05,0.87,11.50,17.94,37.75
12880,EMG,1,-1,21,-14,-6,-5,-3,-4,-3,-3,16,-16,-11,-5,-1,-2
12881,IMU,0.93,-0.05,-0.04,-0.35,0.11,-0.09,0.87,22.44,16.87,43.88
12905,IMU,0.94,-0.04,-0.03,-0.34,0.09,-0.05,0.86,23.94,27.81,39.88
12906,EMG,3,3,0,21,2,-4,-5,-3,-1,6,19,-18,-5,-1,-1,2
12930,IMU,0.94,-0.04,-0.03,-0.34,0.11,-0.02,0.84,22.25,25.94,38.00
12955,IMU,0.94,-0.03,-0.03,-0.33,0.09,-0.05,0.84,6.75,27.50,23.19
12956,EMG,-3,2,37,-2,-4,1,-4,0,1,-1,10,-31,-14,-2,3,1
12957,IMU,0.94,-0.03,-0.02,-0.33,0.06,-0.04,0.88,-0.94,23.31,7.44
12980,IMU,0.94,-0.03,-0.02,-0.33,0.04,-0.06,0.88,0.50,12.44,3.25
12981,EMG,0,-3,1,-17,-2,1,3,0,-6,-3,-10,-17,5,-3,-3,-1
13005,IMU,0.94,-0.03,-0.02,-0.33,0.05,-0.03,0.90,-6.56,7.87,8.19
13030,IMU,0.94,-0.03,-0.02,-0.33,0.03,-0.02,0.91,-9.25,-0.19,14.56
13031,EMG,-2,-2,-5,-30,9,3,6,1,3,1,-8,3,-3,1,0,3
13055,IMU,0.94,-0.04,-0.02,-0.33,0.02,-0.07,0.87,-10.81,-5.56,19.12
